meeting_id,bank,meeting_date,doc_id,document_subtype,category,title,speaker,date_au,days_after_meeting,text_file,source_url,meeting_relation,linkage_confidence
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_92FBF97D69AC,speech,Speeches,High Inflation The Interest Rate May Need To Be Raised Earlier,Anna Breman,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Anna Breman - High Inflation The Interest Rate May Need To Be Raised Earlier.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/high-inflation--the-interest-rate-may-need-to-be-raised-earlier/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_84FA8FCB4997,speech,Speeches,Ingves At Riksdag Committee On Finance The Geopolitical Uncertainty Makes It More Difficult To Assess Inflation,Stefan Ingves,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Stefan Ingves - Ingves At Riksdag Committee On Finance The Geopolitical Uncertainty Makes It More Difficult To Assess Inflation.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/ingves-at-riksdag-committee-on-finance-the-geopolitical-uncertainty-makes-it-more-difficult-to-assess-inflation/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_90199671B24B,speech,Speeches,Ingves At The Riksdag Committee On Finance Hearing Regarding Account Of Monetary Policy 2021,Stefan Ingves,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Stefan Ingves - Ingves At The Riksdag Committee On Finance Hearing Regarding Account Of Monetary Policy 2021.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/ingves-at-the-riksdag-committee-on-finance-hearing-regarding-account-of-monetary-policy-2021/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_3D2F81307F3B,speech,Speeches,Ingves At The Riksdag Committee On Finance We Are Safeguarding The Inflation Target,Stefan Ingves,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Stefan Ingves - Ingves At The Riksdag Committee On Finance We Are Safeguarding The Inflation Target.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/ingves-at-the-riksdag-committee-on-finance-we-are-safeguarding-the-inflation-target/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_14C9105649A8,speech,Speeches,Ingves Inflation Targeting For Nearly 30 Years A Robust Framework For All Times,Stefan Ingves,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Stefan Ingves - Ingves Inflation Targeting For Nearly 30 Years A Robust Framework For All Times.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/ingves-inflation-targeting-for-nearly-30-years---a-robust-framework-for-all-times/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_2F4087B7C792,speech,Speeches,Jansson At The Riksdag Committee On Finance We Are Safeguarding The Inflation Target,Per Jansson,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Per Jansson - Jansson At The Riksdag Committee On Finance We Are Safeguarding The Inflation Target.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/jansson-at-the-riksdag-committee-on-finance-we-are-safeguarding-the-inflation-target/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_12F16BE67F2B,speech,Speeches,Jansson Interaction Benefits Economic Developments,Per Jansson,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Per Jansson - Jansson Interaction Benefits Economic Developments.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/jansson-interaction-benefits-economic-developments/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_020EB82DB021,speech,Speeches,Ohlsson War Often Leads To Inflation,Henry Ohlsson,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Henry Ohlsson - Ohlsson War Often Leads To Inflation.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/ohlsson-war-often-leads-to-inflation/,speech_after_meeting,0.7
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_BFC9E64CFA19,speech,Speeches,The Riksbanks Losses Do Not Reflect The Socio Economic Results,Martin Flodén,2022-06-01,0,data\RIKSBANK\Speeches\2022-06-01 - Martin Flodén - The Riksbanks Losses Do Not Reflect The Socio Economic Results.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2022/the-riksbanks-losses-do-not-reflect-the-socio-economic-results/,speech_after_meeting,0.7
RIKSBANK_2022_06_A,RIKSBANK,2022-06-01,DOC_9735DC394321,statement,Monetary Policy,Monetary Policy Report April 2022,,2022-06-01,0,data\RIKSBANK\Monetary Policy\2022-06-01 - Monetary Policy Report April 2022.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-april-2022/,anchor_statement,1.0
RIKSBANK_2022_06_B,RIKSBANK,2022-06-01,DOC_3F5F95E456E2,statement,Monetary Policy,Monetary Policy Report February 2022,,2022-06-01,0,data\RIKSBANK\Monetary Policy\2022-06-01 - Monetary Policy Report February 2022.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-february-2022/,anchor_statement,1.0
RIKSBANK_2022_06_C,RIKSBANK,2022-06-01,DOC_D9A8E8F54CAB,statement,Monetary Policy,Monetary Policy Report June 2022,,2022-06-01,0,data\RIKSBANK\Monetary Policy\2022-06-01 - Monetary Policy Report June 2022.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-june-2022/,anchor_statement,1.0
RIKSBANK_2022_06_D,RIKSBANK,2022-06-01,DOC_AB7C59A67D04,statement,Monetary Policy,Monetary Policy Report November 2022,,2022-06-01,0,data\RIKSBANK\Monetary Policy\2022-06-01 - Monetary Policy Report November 2022.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-november-2022/,anchor_statement,1.0
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,DOC_2417741833A1,statement,Monetary Policy,Monetary Policy Report September 2022,,2022-06-01,0,data\RIKSBANK\Monetary Policy\2022-06-01 - Monetary Policy Report September 2022.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2022/monetary-policy-report-september-2022/,anchor_statement,1.0
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_6A9B26B95EC9,speech,Speeches,Aino Bunge Committee On Finance Hearing On The Riksbanks Operations And Monetary Policy,Aino Bunge,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Aino Bunge - Aino Bunge Committee On Finance Hearing On The Riksbanks Operations And Monetary Policy.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/aino-bunge-committee-on-finance-hearing-on-the-riksbanks-operations-and-monetary-policy/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_C80462297AB0,speech,Speeches,Aino Bunge Important For Inflation To Fall Significantly This Year,Aino Bunge,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Aino Bunge - Aino Bunge Important For Inflation To Fall Significantly This Year.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/aino-bunge-important-for-inflation-to-fall-significantly-this-year/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_E621954CFE93,speech,Speeches,Aino Bunge Inflation Is Still High,Aino Bunge,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Aino Bunge - Aino Bunge Inflation Is Still High.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/aino-bunge-inflation-is-still-high/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_6D91A7DC2B62,speech,Speeches,Aino Bunge The State Must Take Responsibility For Future Payments There Is Neither Reason Nor Time To Wait,Aino Bunge,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Aino Bunge - Aino Bunge The State Must Take Responsibility For Future Payments There Is Neither Reason Nor Time To Wait.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/aino-bunge-the-state-must-take-responsibility-for-future-payments--there-is-neither-reason-nor-time-to-wait/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_85A4BDBCAE60,speech,Speeches,Anna Breman Committee On Finance Hearing On Monetary Policy,Anna Breman,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Anna Breman - Anna Breman Committee On Finance Hearing On Monetary Policy.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/anna-breman-committee-on-finance-hearing-on-monetary-policy/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_1F2985757EA9,speech,Speeches,Anna Breman Large Differences Between Households When Inflation Is High But All Are Affected Negatively,Anna Breman,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Anna Breman - Anna Breman Large Differences Between Households When Inflation Is High But All Are Affected Negatively.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/anna-breman-large-differences-between-households-when-inflation-is-high-but-all-are-affected-negatively/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_74973222B167,speech,Speeches,Breman Inflation Is Falling But Risks Remain,Anna Breman,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Anna Breman - Breman Inflation Is Falling But Risks Remain.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/breman-inflation-is-falling-but-risks-remain/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_A25E72953FE4,speech,Speeches,Breman Inflation Needs To Become Low And Stable Again,Anna Breman,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Anna Breman - Breman Inflation Needs To Become Low And Stable Again.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/breman-inflation-needs-to-become-low-and-stable-again/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_62189E9941B1,speech,Speeches,Breman Inflation Needs To Fall Further,Anna Breman,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Anna Breman - Breman Inflation Needs To Fall Further.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/breman-inflation-needs-to-fall-further/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_1CC721B7E4AC,speech,Speeches,Bunge Inflation On The Way Down But Weak Krona Contributing To Uncertainty,Aino Bunge,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Aino Bunge - Bunge Inflation On The Way Down But Weak Krona Contributing To Uncertainty.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/bunge-inflation-on-the-way-down-but-weak-krona-contributing-to-uncertainty/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_78D9D6207FA9,speech,Speeches,Erik Thedeen Committee On Finance Hearing On Monetary Policy,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Erik Thedeen Committee On Finance Hearing On Monetary Policy.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/erik-thedeen-committee-on-finance-hearing-on-monetary-policy/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_255EC10258A7,speech,Speeches,Erik Thedeen Committee On Finance Hearing On The Riksbanks Operations And Monetary Policy,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Erik Thedeen Committee On Finance Hearing On The Riksbanks Operations And Monetary Policy.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/erik-thedeen-committee-on-finance-hearing-on-the-riksbanks-operations-and-monetary-policy/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_157C131A3AC6,speech,Speeches,Erik Thedeen My View Of Monetary Policy,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Erik Thedeen My View Of Monetary Policy.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/erik-thedeen-my-view-of-monetary-policy/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_420BA9223F3A,speech,Speeches,Floden Inflationary Pressures Are Far Too High,Martin Flodén,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Martin Flodén - Floden Inflationary Pressures Are Far Too High.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/floden-inflationary-pressures-are-far-too-high/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_ACAF4A13DBF1,speech,Speeches,Jansson The Inflation Outlook Is Much Brighter,Per Jansson,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Per Jansson - Jansson The Inflation Outlook Is Much Brighter.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/jansson-the-inflation-outlook-is-much-brighter/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_D0C8B160CF64,speech,Speeches,Jansson We Can See Progress In The Fight Against Inflation Although There Is Considerable Uncertainty,Per Jansson,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Per Jansson - Jansson We Can See Progress In The Fight Against Inflation Although There Is Considerable Uncertainty.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/jansson-we-can-see-progress-in-the-fight-against-inflation-although-there-is-considerable-uncertainty/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_C9C6571A9B69,speech,Speeches,Per Jansson The Gap In The Monetary Policy Debate,Per Jansson,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Per Jansson - Per Jansson The Gap In The Monetary Policy Debate.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/per-jansson-the-gap-in-the-monetary-policy-debate/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_EA4594A2B588,speech,Speeches,Thedeen Asset Purchases Should Be Made With Caution,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Thedeen Asset Purchases Should Be Made With Caution.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/thedeen-asset-purchases-should-be-made-with-caution/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_51C1DAFE7E1C,speech,Speeches,Thedeen I Finansutskottet Hog Inflation Och Stigande Rantor Testar Motstandskraften I Det Svenska Finansiella Systemet,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Thedeen I Finansutskottet Hog Inflation Och Stigande Rantor Testar Motstandskraften I Det Svenska Finansiella Systemet.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/thedeen-i-finansutskottet-hog-inflation-och-stigande-rantor-testar-motstandskraften-i-det-svenska-finansiella-systemet/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_2E4C378E7BBE,speech,Speeches,Thedeen Property Companies Need To Reduce Debts,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Thedeen Property Companies Need To Reduce Debts.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/thedeen-property-companies-need-to-reduce-debts/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_53636974C9E9,speech,Speeches,Thedeen The Krona Will Strengthen In The Long Run,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Thedeen The Krona Will Strengthen In The Long Run.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/thedeen-the-krona-will-strengthen-in-the-long-run/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_D40EEBCA736B,speech,Speeches,Thedeen The Riksbank Needs To Restore Its Capital,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Thedeen The Riksbank Needs To Restore Its Capital.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/thedeen-the-riksbank-needs-to-restore-its-capital/,speech_after_meeting,0.7
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_D4BD8FEF1A96,speech,Speeches,Thedeen We Have Lessons To Learn From The Turbulence Of Recent Years,Erik Thedéen,2023-06-01,0,data\RIKSBANK\Speeches\2023-06-01 - Erik Thedéen - Thedeen We Have Lessons To Learn From The Turbulence Of Recent Years.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2023/thedeen-we-have-lessons-to-learn-from-the-turbulence-of-recent-years/,speech_after_meeting,0.7
RIKSBANK_2023_06_A,RIKSBANK,2023-06-01,DOC_402ED7C5677E,statement,Monetary Policy,Monetary Policy Report April 2023,,2023-06-01,0,data\RIKSBANK\Monetary Policy\2023-06-01 - Monetary Policy Report April 2023.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2023/monetary-policy-report-april-2023/,anchor_statement,1.0
RIKSBANK_2023_06_B,RIKSBANK,2023-06-01,DOC_7318BA177076,statement,Monetary Policy,Monetary Policy Report February 2023,,2023-06-01,0,data\RIKSBANK\Monetary Policy\2023-06-01 - Monetary Policy Report February 2023.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2023/monetary-policy-report-february-2023/,anchor_statement,1.0
RIKSBANK_2023_06_C,RIKSBANK,2023-06-01,DOC_C29C8407FA7C,statement,Monetary Policy,Monetary Policy Report June 2023,,2023-06-01,0,data\RIKSBANK\Monetary Policy\2023-06-01 - Monetary Policy Report June 2023.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2023/monetary-policy-report-june-2023/,anchor_statement,1.0
RIKSBANK_2023_06_D,RIKSBANK,2023-06-01,DOC_EED2D6ABB111,statement,Monetary Policy,Monetary Policy Report November 2023,,2023-06-01,0,data\RIKSBANK\Monetary Policy\2023-06-01 - Monetary Policy Report November 2023.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2023/monetary-policy-report-november-2023/,anchor_statement,1.0
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,DOC_57B29C44EDE0,statement,Monetary Policy,Monetary Policy Report September 2023,,2023-06-01,0,data\RIKSBANK\Monetary Policy\2023-06-01 - Monetary Policy Report September 2023.txt,https://www.riksbank.se/en-gb/monetary-policy/monetary-policy-report/2023/monetary-policy-report-september-2023/,anchor_statement,1.0
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_FFD7E93BB91B,speech,Speeches,Aino Bunge All Parts Of The Cash Chain Must Work,Aino Bunge,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge - Aino Bunge All Parts Of The Cash Chain Must Work.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-all-parts-of-the-cash-chain-must-work/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_C43CEFD94C92,speech,Speeches,Aino Bunge Inflation Is In The Process Of Stabilising At The Target But The Way Forward Is Not Entirely Smooth,Aino Bunge,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge - Aino Bunge Inflation Is In The Process Of Stabilising At The Target But The Way Forward Is Not Entirely Smooth.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-inflation-is-in-the-process-of-stabilising-at-the-target-but-the-way-forward-is-not-entirely-smooth/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_916EA7F30035,speech,Speeches,Aino Bunge Low And Stable Inflation Creates Predictability Also For Pension Funds,Aino Bunge,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge - Aino Bunge Low And Stable Inflation Creates Predictability Also For Pension Funds.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-low-and-stable-inflation-creates-predictability-also-for-pension-funds/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_D2733DB25846,speech,Speeches,Aino Bunge Lower Interest Rates Provide Relief But Do Not Solve Structural Challenges In The Housing Market,Aino Bunge,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge - Aino Bunge Lower Interest Rates Provide Relief But Do Not Solve Structural Challenges In The Housing Market.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-lower-interest-rates-provide-relief-but-do-not-solve-structural-challenges-in-the-housing-market/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_3C4A2BD52F24,speech,Speeches,Aino Bunge Payments That Dont Function In Day To Day Life Will Not Function In A Crisis Either,Aino Bunge,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge - Aino Bunge Payments That Dont Function In Day To Day Life Will Not Function In A Crisis Either.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-payments-that-dont-function-in-day-to-day-life-will-not-function-in-a-crisis-either/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_476B2500E387,speech,Speeches,Aino Bunge Swedish Economy Must Tolerate Tightening Interest Rates,Aino Bunge,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge - Aino Bunge Swedish Economy Must Tolerate Tightening Interest Rates.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-swedish-economy-must-tolerate-tightening-interest-rates/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_96075C14F051,speech,Speeches,Aino Bunge Visits Helsingborg,Aino Bunge visits Helsingborg,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Aino Bunge visits Helsingborg - Aino Bunge Visits Helsingborg.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/aino-bunge-visits-helsingborg/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_DA9E3B06B3F6,speech,Speeches,Anna Breman Awarded An Honorary Doctorate At The Lund University School Of Economics And Management,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Anna Breman Awarded An Honorary Doctorate At The Lund University School Of Economics And Management.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-awarded-an-honorary-doctorate-at-the-lund-university-school-of-economics-and-management/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_17EB62804AE8,speech,Speeches,Anna Breman Good Prospects For A Strong Recovery Despite Uncertainty In The World Around Us,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Anna Breman Good Prospects For A Strong Recovery Despite Uncertainty In The World Around Us.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-good-prospects-for-a-strong-recovery-despite-uncertainty-in-the-world-around-us/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_91CA4A534725,speech,Speeches,Anna Breman In Sala Low And Stable Inflation Contributes To Stronger Economic Development,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Anna Breman In Sala Low And Stable Inflation Contributes To Stronger Economic Development.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-in-sala-low-and-stable-inflation-contributes-to-stronger-economic-development/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_A820B7480411,speech,Speeches,Anna Breman Inflation Decline Continuing But Risk Of Setbacks Remains,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Anna Breman Inflation Decline Continuing But Risk Of Setbacks Remains.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-inflation-decline-continuing--but-risk-of-setbacks-remains/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_9972A9AB3B4F,speech,Speeches,Anna Breman New Research On The Psychology Of Inflation Valuable When Addressing Monetary Policy Challenges,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Anna Breman New Research On The Psychology Of Inflation Valuable When Addressing Monetary Policy Challenges.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-new-research-on-the-psychology-of-inflation-valuable-when-addressing-monetary-policy-challenges/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_1F086C690ADD,speech,Speeches,Anna Breman The Inflation Target An Anchor For Price Setting And Wage Formation,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Anna Breman The Inflation Target An Anchor For Price Setting And Wage Formation.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-the-inflation-target--an-anchor-for-price-setting-and-wage-formation/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_F94911F9C8D1,speech,Speeches,Anna Breman Visited Visby,Anna Breman visited Visby,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman visited Visby - Anna Breman Visited Visby.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-visited-visby/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_6FD840D34A5C,speech,Speeches,Anna Breman Visits Karlskrona,Anna Breman visits Karlskrona,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman visits Karlskrona - Anna Breman Visits Karlskrona.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-breman-visits-karlskrona/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_B3AD547E0082,speech,Speeches,Anna Seim The Riksbanks New Assessment Of The Long Term Neutral Interest Rate,Anna Seim,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Seim - Anna Seim The Riksbanks New Assessment Of The Long Term Neutral Interest Rate.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/anna-seim-the-riksbanks-new-assessment-of-the-long-term-neutral-interest-rate/,speech_after_meeting,0.7
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,DOC_7B23D43F6817,speech,Speeches,Breman Inflation Is Falling But We Need To Be Prepared For Setbacks,Anna Breman,2024-06-01,0,data\RIKSBANK\Speeches\2024-06-01 - Anna Breman - Breman Inflation Is Falling But We Need To Be Prepared For Setbacks.txt,https://www.riksbank.se/en-gb/press-and-published/speeches-and-presentations/2024/breman-inflation-is-falling-but-we-need-to-be-prepared-for-setbacks/,speech_after_meeting,0.7
